capitalized,word_shape,contains_digit,prefixes,suffixes,POS,prev_word,prev_POS,next_word,next_POS,dep_tag,head_text,is_chunk,in_league,in_club,in_home,in_player,in_coach,in_nation,in_continent,token,NER
1,Xxxxxx,0,"['M', 'Mb', 'Mba', 'Mbap']","['e', 'pe', 'ppe', 'appe']",PROPN,accept,VERB,bid,NOUN,compound,bid,B,0,0,0,0,0,0,0,Mbappe,B-Player
0,xxx,0,"['b', 'bi']","['d', 'id']",NOUN,Mbappe,PROPN,;,PUNCT,dobj,accept,O,0,0,0,0,0,0,0,bid,O
0,;,0,[],[],PUNCT,bid,NOUN,Arsenal,PROPN,punct,offer,O,0,0,0,0,0,0,0,;,O
1,Xxxxxxx,0,"['A', 'Ar', 'Ars', 'Arse']","['l', 'al', 'nal', 'enal']",PROPN,;,PUNCT,ready,ADJ,npadvmod,ready,O,0,1,0,0,0,0,0,Arsenal,B-Club
0,xxxxx,0,"['r', 're', 'rea', 'read']","['y', 'dy', 'ady', 'eady']",ADJ,Arsenal,PROPN,Barella,PROPN,amod,Barella,B,0,0,0,0,0,0,0,ready,O
1,Xxxxxxx,0,"['B', 'Ba', 'Bar', 'Bare']","['a', 'la', 'lla', 'ella']",PROPN,ready,ADJ,offer,VERB,nsubj,offer,I,0,0,0,1,0,0,0,Barella,B-Player
0,xxxxx,0,"['o', 'of', 'off', 'offe']","['r', 'er', 'fer', 'ffer']",VERB,Barella,PROPN,,,ROOT,offer,O,0,0,0,0,0,0,0,offer,O
1,Xxxxxxx,0,"['C', 'Ch', 'Che', 'Chel']","['a', 'ea', 'sea', 'lsea']",NOUN,,,launch,NOUN,compound,launch,B,0,1,0,0,0,0,0,Chelsea,B-Club
0,xxxxxx,0,"['l', 'la', 'lau', 'laun']","['h', 'ch', 'nch', 'unch']",NOUN,Chelsea,NOUN,bid,NOUN,nsubj,bid,O,0,0,0,0,0,0,0,launch,O
0,xxx,0,"['b', 'bi']","['d', 'id']",NOUN,launch,NOUN,for,ADP,ROOT,bid,O,0,0,0,0,0,0,0,bid,O
0,xxx,0,"['f', 'fo']","['r', 'or']",ADP,bid,NOUN,Liverpool,PROPN,prep,bid,O,0,0,0,0,0,0,0,for,O
1,Xxxxxxxxx,0,"['L', 'Li', 'Liv', 'Live']","['l', 'ol', 'ool', 'pool']",PROPN,for,ADP,target,NOUN,compound,target,B,0,1,0,0,0,0,0,Liverpool,B-Club
0,xxxxxx,0,"['t', 'ta', 'tar', 'targ']","['t', 'et', 'get', 'rget']",NOUN,Liverpool,PROPN,Romeo,PROPN,compound,Lavia,O,0,0,0,0,0,0,0,target,O
1,Xxxxx,0,"['R', 'Ro', 'Rom', 'Rome']","['o', 'eo', 'meo', 'omeo']",PROPN,target,NOUN,Lavia,PROPN,compound,Lavia,B,0,0,0,0,0,0,0,Romeo,B-Player
1,Xxxxx,0,"['L', 'La', 'Lav', 'Lavi']","['a', 'ia', 'via', 'avia']",PROPN,Romeo,PROPN,,,pobj,for,I,0,0,0,0,0,0,0,Lavia,I-Player
1,Xxxxx,0,"['D', 'Da', 'Dav', 'Davi']","['d', 'id', 'vid', 'avid']",PROPN,,,Raya,PROPN,compound,Raya,B,0,0,0,1,1,0,0,David,B-Player
1,Xxxx,0,"['R', 'Ra', 'Ray']","['a', 'ya', 'aya']",PROPN,David,PROPN,'s,PART,poss,transfer,I,0,0,0,0,0,0,0,Raya,I-Player
0,'x,0,"[""'""]",['s'],PART,Raya,PROPN,transfer,NOUN,case,Raya,I,0,0,0,0,0,0,0,'s,O
0,xxxxxxxx,0,"['t', 'tr', 'tra', 'tran']","['r', 'er', 'fer', 'sfer']",NOUN,'s,PART,to,ADP,nsubj,includes,O,0,0,0,0,0,0,0,transfer,O
0,xx,0,['t'],['o'],ADP,transfer,NOUN,Arsenal,PROPN,prep,transfer,O,0,0,0,0,0,0,0,to,O
1,Xxxxxxx,0,"['A', 'Ar', 'Ars', 'Arse']","['l', 'al', 'nal', 'enal']",PROPN,to,ADP,includes,VERB,pobj,to,O,0,1,0,0,0,0,0,Arsenal,B-Player
0,xxxxxxxx,0,"['i', 'in', 'inc', 'incl']","['s', 'es', 'des', 'udes']",VERB,Arsenal,PROPN,initial,ADJ,ROOT,includes,O,0,0,0,0,0,0,0,includes,O
0,xxxxxxx,0,"['i', 'in', 'ini', 'init']","['l', 'al', 'ial', 'tial']",ADJ,includes,VERB,season,NOUN,amod,loan,O,0,0,0,0,0,0,0,initial,O
0,xxxxxx,0,"['s', 'se', 'sea', 'seas']","['n', 'on', 'son', 'ason']",NOUN,initial,ADJ,-,PUNCT,npadvmod,long,O,0,0,0,0,0,0,0,season,O
0,-,0,[],[],PUNCT,season,NOUN,long,ADJ,punct,long,O,0,0,0,0,0,0,0,-,O
0,xxxx,0,"['l', 'lo', 'lon']","['g', 'ng', 'ong']",ADJ,-,PUNCT,loan,NOUN,amod,loan,O,0,0,0,0,0,0,0,long,O
0,xxxx,0,"['l', 'lo', 'loa']","['n', 'an', 'oan']",NOUN,long,ADJ,,,dobj,includes,O,0,0,0,0,0,0,0,loan,O
1,Xxxx,0,"['R', 'Re', 'Rea']","['l', 'al', 'eal']",ADJ,,,Madrid,PROPN,amod,transfer,O,0,1,0,0,0,0,0,Real,B-Club
1,Xxxxxx,0,"['M', 'Ma', 'Mad', 'Madr']","['d', 'id', 'rid', 'drid']",PROPN,Real,ADJ,transfer,NOUN,compound,transfer,O,0,1,0,0,0,0,0,Madrid,I-Club
0,xxxxxxxx,0,"['t', 'tr', 'tra', 'tran']","['r', 'er', 'fer', 'sfer']",NOUN,Madrid,PROPN,rumours,VERB,nsubj,rumours,O,0,0,0,0,0,0,0,transfer,O
0,xxxxxxx,0,"['r', 'ru', 'rum', 'rumo']","['s', 'rs', 'urs', 'ours']",VERB,transfer,NOUN,:,PUNCT,ROOT,rumours,O,0,0,0,0,0,0,0,rumours,O
0,:,0,[],[],PUNCT,rumours,VERB,Preparations,NOUN,punct,rumours,O,0,0,0,0,0,0,0,:,O
1,Xxxxxxxxxxxx,0,"['P', 'Pr', 'Pre', 'Prep']","['s', 'ns', 'ons', 'ions']",NOUN,:,PUNCT,for,ADP,appos,transfer,B,0,0,0,0,0,0,0,Preparations,O
0,xxx,0,"['f', 'fo']","['r', 'or']",ADP,Preparations,NOUN,Mbappe,PROPN,prep,Preparations,I,0,0,0,0,0,0,0,for,O
1,Xxxxxx,0,"['M', 'Mb', 'Mba', 'Mbap']","['e', 'pe', 'ppe', 'appe']",PROPN,for,ADP,unveiling,NOUN,compound,unveiling,I,0,0,0,0,0,0,0,Mbappe,B-Player
0,xxxxxxxxx,0,"['u', 'un', 'unv', 'unve']","['g', 'ng', 'ing', 'ling']",NOUN,Mbappe,PROPN,;,PUNCT,pobj,for,O,0,0,0,0,0,0,0,unveiling,O
0,;,0,[],[],PUNCT,unveiling,NOUN,Vlahovic,PROPN,punct,Preparations,O,0,0,0,0,0,0,0,;,O
1,Xxxxxxxx,0,"['V', 'Vl', 'Vla', 'Vlah']","['c', 'ic', 'vic', 'ovic']",PROPN,;,PUNCT,competition,NOUN,compound,competition,B,0,0,0,1,0,0,0,Vlahovic,B-Player
0,xxxxxxxxxxx,0,"['c', 'co', 'com', 'comp']","['n', 'on', 'ion', 'tion']",NOUN,Vlahovic,PROPN,,,appos,Preparations,O,0,0,0,0,0,0,0,competition,O
1,Xxxx,0,"['R', 'Re', 'Rea']","['l', 'al', 'eal']",ADJ,,,Madrid,PROPN,amod,Madrid,B,0,1,0,0,0,0,0,Real,B-Club
1,Xxxxxx,0,"['M', 'Ma', 'Mad', 'Madr']","['d', 'id', 'rid', 'drid']",PROPN,Real,ADJ,sell,VERB,nsubj,sell,I,0,1,0,0,0,0,0,Madrid,I-Club
0,xxxx,0,"['s', 'se', 'sel']","['l', 'll', 'ell']",VERB,Madrid,PROPN,home,NOUN,ROOT,sell,O,0,0,0,0,0,0,0,sell,O
0,xxxx,0,"['h', 'ho', 'hom']","['e', 'me', 'ome']",NOUN,sell,VERB,-,PUNCT,npadvmod,grown,O,0,0,0,0,0,0,0,home,O
0,-,0,[],[],PUNCT,home,NOUN,grown,VERB,punct,grown,O,0,0,0,0,0,0,0,-,O
0,xxxxx,0,"['g', 'gr', 'gro', 'grow']","['n', 'wn', 'own', 'rown']",VERB,-,PUNCT,talent,NOUN,amod,talent,O,0,0,0,0,0,0,0,grown,O
0,xxxxxx,0,"['t', 'ta', 'tal', 'tale']","['t', 'nt', 'ent', 'lent']",NOUN,grown,VERB,to,ADP,dobj,sell,O,0,0,0,0,0,0,0,talent,O
0,xx,0,['t'],['o'],ADP,talent,NOUN,La,PROPN,prep,sell,O,0,0,0,0,0,0,0,to,O
1,Xx,0,['L'],['a'],PROPN,to,ADP,Liga,PROPN,compound,Liga,B,1,0,0,1,0,0,0,La,B-Club
1,Xxxx,0,"['L', 'Li', 'Lig']","['a', 'ga', 'iga']",PROPN,La,PROPN,club,NOUN,compound,club,I,1,0,0,0,0,0,0,Liga,I-Club
0,xxxx,0,"['c', 'cl', 'clu']","['b', 'ub', 'lub']",NOUN,Liga,PROPN,,,pobj,to,O,0,0,0,0,0,0,0,club,O
1,Xxx,0,"['M', 'Ma']","['n', 'an']",PROPN,,,Utd,PROPN,compound,Utd,O,0,0,0,0,0,0,0,Man,B-Club
1,Xxx,0,"['U', 'Ut']","['d', 'td']",PROPN,Man,PROPN,target,VERB,nsubj,target,O,0,0,0,0,0,0,0,Utd,I-Club
0,xxxxxx,0,"['t', 'ta', 'tar', 'targ']","['t', 'et', 'get', 'rget']",VERB,Utd,PROPN,new,ADJ,ROOT,target,O,0,0,0,0,0,0,0,target,O
0,xxx,0,"['n', 'ne']","['w', 'ew']",ADJ,target,VERB,centre,NOUN,amod,signing,O,0,0,0,0,0,0,0,new,O
0,xxxxxx,0,"['c', 'ce', 'cen', 'cent']","['e', 're', 'tre', 'ntre']",NOUN,new,ADJ,-,PUNCT,compound,back,O,0,0,0,0,0,0,0,centre,O
0,-,0,[],[],PUNCT,centre,NOUN,back,NOUN,punct,back,O,0,0,0,0,0,0,0,-,O
0,xxxx,0,"['b', 'ba', 'bac']","['k', 'ck', 'ack']",NOUN,-,PUNCT,signing,NOUN,compound,signing,O,0,0,0,0,0,0,0,back,O
0,xxxxxxx,0,"['s', 'si', 'sig', 'sign']","['g', 'ng', 'ing', 'ning']",NOUN,back,NOUN,as,ADP,dobj,target,O,0,0,0,0,0,0,0,signing,O
0,xx,0,['a'],['s'],ADP,signing,NOUN,West,PROPN,prep,signing,O,0,0,0,0,0,0,0,as,O
1,Xxxx,0,"['W', 'We', 'Wes']","['t', 'st', 'est']",PROPN,as,ADP,Ham,PROPN,compound,Ham,B,0,1,0,0,0,0,0,West,B-Club
1,Xxx,0,"['H', 'Ha']","['m', 'am']",PROPN,West,PROPN,close,ADV,pobj,as,I,0,1,0,0,0,0,0,Ham,I-Club
0,xxxxx,0,"['c', 'cl', 'clo', 'clos']","['e', 'se', 'ose', 'lose']",ADV,Ham,PROPN,on,ADP,advmod,target,O,0,0,0,0,0,0,0,close,O
0,xx,0,['o'],['n'],ADP,close,ADV,Harry,PROPN,prep,close,O,0,0,0,0,0,0,0,on,O
1,Xxxxx,0,"['H', 'Ha', 'Har', 'Harr']","['y', 'ry', 'rry', 'arry']",PROPN,on,ADP,Maguire,PROPN,compound,Maguire,B,0,0,0,1,0,0,0,Harry,B-Player
1,Xxxxxxx,0,"['M', 'Ma', 'Mag', 'Magu']","['e', 're', 'ire', 'uire']",PROPN,Harry,PROPN,,,pobj,on,I,0,0,0,1,0,0,0,Maguire,I-Player
1,Xxxxxx,0,"['B', 'Ba', 'Bay', 'Baye']","['n', 'rn', 'ern', 'yern']",PROPN,,,Munich,PROPN,compound,Munich,B,0,1,0,0,0,0,0,Bayern,B-Club
1,Xxxxxx,0,"['M', 'Mu', 'Mun', 'Muni']","['h', 'ch', 'ich', 'nich']",PROPN,Bayern,PROPN,consider,VERB,nsubj,consider,I,0,1,0,0,0,0,0,Munich,I-Club
0,xxxxxxxx,0,"['c', 'co', 'con', 'cons']","['r', 'er', 'der', 'ider']",VERB,Munich,PROPN,moves,NOUN,ROOT,consider,O,0,0,0,0,0,0,0,consider,O
0,xxxxx,0,"['m', 'mo', 'mov', 'move']","['s', 'es', 'ves', 'oves']",NOUN,consider,VERB,for,ADP,dobj,consider,O,0,0,0,0,0,0,0,moves,O
0,xxx,0,"['f', 'fo']","['r', 'or']",ADP,moves,NOUN,Kepa,PROPN,prep,moves,O,0,0,0,0,0,0,0,for,O
1,Xxxx,0,"['K', 'Ke', 'Kep']","['a', 'pa', 'epa']",PROPN,for,ADP,Arrizabalaga,PROPN,compound,Arrizabalaga,B,0,0,0,1,0,0,0,Kepa,B-Player
1,Xxxxxxxxxxxx,0,"['A', 'Ar', 'Arr', 'Arri']","['a', 'ga', 'aga', 'laga']",PROPN,Kepa,PROPN,&,CCONJ,pobj,for,I,0,0,0,1,0,0,0,Arrizabalaga,I-Player
0,&,0,[],[],CCONJ,Arrizabalaga,PROPN,David,PROPN,cc,Arrizabalaga,I,0,1,0,0,0,0,0,&,O
1,Xxxxx,0,"['D', 'Da', 'Dav', 'Davi']","['d', 'id', 'vid', 'avid']",PROPN,&,CCONJ,de,PROPN,compound,Gea,I,0,0,0,1,1,0,0,David,B-Player
0,xx,0,['d'],['e'],PROPN,David,PROPN,Gea,PROPN,compound,Gea,I,0,1,1,1,0,0,0,de,I-Player
1,Xxx,0,"['G', 'Ge']","['a', 'ea']",PROPN,de,PROPN,,,conj,Arrizabalaga,I,0,0,0,1,0,0,0,Gea,I-Player
1,Xxxx,0,"['W', 'Wh', 'Whe']","['n', 'en', 'hen']",SCONJ,,,does,AUX,advmod,close,O,0,0,0,0,0,0,0,When,O
0,xxxx,0,"['d', 'do', 'doe']","['s', 'es', 'oes']",AUX,When,SCONJ,the,DET,aux,close,O,0,0,0,0,0,0,0,does,O
0,xxx,0,"['t', 'th']","['e', 'he']",DET,does,AUX,Saudi,PROPN,det,window,O,0,0,0,0,0,0,0,the,O
1,Xxxxx,0,"['S', 'Sa', 'Sau', 'Saud']","['i', 'di', 'udi', 'audi']",PROPN,the,DET,Pro,PROPN,compound,League,B,0,0,0,0,0,1,0,Saudi,B-League
1,Xxx,0,"['P', 'Pr']","['o', 'ro']",PROPN,Saudi,PROPN,League,PROPN,compound,League,O,0,0,0,0,0,0,0,Pro,I-League
1,Xxxxxx,0,"['L', 'Le', 'Lea', 'Leag']","['e', 'ue', 'gue', 'ague']",PROPN,Pro,PROPN,transfer,NOUN,compound,transfer,O,1,0,0,0,0,0,0,League,I-League
0,xxxxxxxx,0,"['t', 'tr', 'tra', 'tran']","['r', 'er', 'fer', 'sfer']",NOUN,League,PROPN,window,NOUN,compound,window,O,0,0,0,0,0,0,0,transfer,O
0,xxxxxx,0,"['w', 'wi', 'win', 'wind']","['w', 'ow', 'dow', 'ndow']",NOUN,transfer,NOUN,close,ADV,nsubj,close,O,0,0,0,0,0,0,0,window,O
0,xxxxx,0,"['c', 'cl', 'clo', 'clos']","['e', 'se', 'ose', 'lose']",ADV,window,NOUN,?,PUNCT,ROOT,close,O,0,0,0,0,0,0,0,close,O
0,?,0,[],[],PUNCT,close,ADV,,,punct,close,O,0,0,0,0,0,0,0,?,O
1,Xxxxxx,0,"['V', 'Vi', 'Vir', 'Virg']","['l', 'il', 'gil', 'rgil']",PROPN,,,van,PROPN,compound,Dijk,B,0,0,0,1,0,0,0,Virgil,B-Player
0,xxx,0,"['v', 'va']","['n', 'an']",PROPN,Virgil,PROPN,Dijk,PROPN,compound,Dijk,I,0,0,0,1,1,0,0,van,I-Player
1,Xxxx,0,"['D', 'Di', 'Dij']","['k', 'jk', 'ijk']",PROPN,van,PROPN,responds,VERB,nsubj,responds,I,0,0,0,1,0,0,0,Dijk,I-Player
0,xxxxxxxx,0,"['r', 're', 'res', 'resp']","['s', 'ds', 'nds', 'onds']",VERB,Dijk,PROPN,to,ADP,ROOT,responds,O,0,0,0,0,0,0,0,responds,O
0,xx,0,['t'],['o'],ADP,responds,VERB,criticism,NOUN,prep,responds,O,0,0,0,0,0,0,0,to,O
0,xxxxxxxxx,0,"['c', 'cr', 'cri', 'crit']","['m', 'sm', 'ism', 'cism']",NOUN,to,ADP,of,ADP,pobj,to,O,0,0,0,0,0,0,0,criticism,O
0,xx,0,['o'],['f'],ADP,criticism,NOUN,Liverpool,PROPN,prep,criticism,O,0,0,0,0,0,1,0,of,O
1,Xxxxxxxxx,0,"['L', 'Li', 'Liv', 'Live']","['l', 'ol', 'ool', 'pool']",PROPN,of,ADP,'s,PART,poss,business,B,0,1,0,0,0,0,0,Liverpool,B-Club
0,'x,0,"[""'""]",['s'],PART,Liverpool,PROPN,transfer,NOUN,case,Liverpool,O,0,0,0,0,0,0,0,'s,O
0,xxxxxxxx,0,"['t', 'tr', 'tra', 'tran']","['r', 'er', 'fer', 'sfer']",NOUN,'s,PART,business,NOUN,compound,business,O,0,0,0,0,0,0,0,transfer,O
0,xxxxxxxx,0,"['b', 'bu', 'bus', 'busi']","['s', 'ss', 'ess', 'ness']",NOUN,transfer,NOUN,,,pobj,of,O,0,0,0,0,0,0,0,business,O
1,Xxxxxxx,0,"['A', 'Ar', 'Ars', 'Arse']","['l', 'al', 'nal', 'enal']",NOUN,,,reject,VERB,nsubj,reject,O,0,1,0,0,0,0,0,Arsenal,B-Club
0,xxxxxx,0,"['r', 're', 'rej', 'reje']","['t', 'ct', 'ect', 'ject']",VERB,Arsenal,NOUN,Ã‚Â£30,PROPN,ROOT,reject,O,0,0,0,0,0,0,0,reject,O
1,X‚X£dd,1,"['Ã', 'Ã‚', 'Ã‚Â', 'Ã‚Â£']","['0', '30', '£30', 'Â£30']",PROPN,reject,VERB,m,PROPN,npadvmod,reject,O,0,0,0,0,0,0,0,Ã‚Â£30,O
0,x,0,[],[],PROPN,Ã‚Â£30,PROPN,Monaco,PROPN,appos,reject,O,0,0,0,0,0,0,0,m,O
1,Xxxxxx,0,"['M', 'Mo', 'Mon', 'Mona']","['o', 'co', 'aco', 'naco']",PROPN,m,PROPN,bid,VERB,compound,bid,B,0,1,0,0,0,0,0,Monaco,B-Club
0,xxx,0,"['b', 'bi']","['d', 'id']",VERB,Monaco,PROPN,for,ADP,ccomp,reject,O,0,0,0,0,0,0,0,bid,O
0,xxx,0,"['f', 'fo']","['r', 'or']",ADP,bid,VERB,Folarin,PROPN,prep,bid,O,0,0,0,0,0,0,0,for,O
1,Xxxxxxx,0,"['F', 'Fo', 'Fol', 'Fola']","['n', 'in', 'rin', 'arin']",PROPN,for,ADP,Balogun,PROPN,compound,Balogun,B,0,0,0,0,0,0,0,Folarin,B-Player
1,Xxxxxxx,0,"['B', 'Ba', 'Bal', 'Balo']","['n', 'un', 'gun', 'ogun']",PROPN,Folarin,PROPN,,,pobj,for,I,0,0,0,0,0,0,0,Balogun,I-Player
1,Xxxx,0,"['X', 'Xa', 'Xav']","['i', 'vi', 'avi']",PROPN,,,responds,VERB,nsubj,responds,O,0,0,0,0,1,0,0,Xavi,B-Coach
0,xxxxxxxx,0,"['r', 're', 'res', 'resp']","['s', 'ds', 'nds', 'onds']",VERB,Xavi,PROPN,to,ADP,ROOT,responds,O,0,0,0,0,0,0,0,responds,O
0,xx,0,['t'],['o'],ADP,responds,VERB,rumours,NOUN,prep,responds,O,0,0,0,0,0,0,0,to,O
0,xxxxxxx,0,"['r', 'ru', 'rum', 'rumo']","['s', 'rs', 'urs', 'ours']",NOUN,to,ADP,linking,VERB,pobj,to,O,0,0,0,0,0,0,0,rumours,O
0,xxxxxxx,0,"['l', 'li', 'lin', 'link']","['g', 'ng', 'ing', 'king']",VERB,rumours,NOUN,Neymar,PROPN,advcl,responds,O,0,0,0,0,0,0,0,linking,O
1,Xxxxxx,0,"['N', 'Ne', 'Ney', 'Neym']","['r', 'ar', 'mar', 'ymar']",PROPN,linking,VERB,with,ADP,dobj,linking,B,0,0,0,1,0,0,0,Neymar,B-Player
0,xxxx,0,"['w', 'wi', 'wit']","['h', 'th', 'ith']",ADP,Neymar,PROPN,Barcelona,PROPN,prep,linking,O,0,0,0,0,0,0,0,with,O
1,Xxxxxxxxx,0,"['B', 'Ba', 'Bar', 'Barc']","['a', 'na', 'ona', 'lona']",PROPN,with,ADP,return,NOUN,pobj,with,B,0,1,0,0,0,0,0,Barcelona,B-Club
0,xxxxxx,0,"['r', 're', 'ret', 'retu']","['n', 'rn', 'urn', 'turn']",NOUN,Barcelona,PROPN,,,punct,responds,O,0,0,0,0,0,0,0,return,O
1,Xxxx,0,"['W', 'We', 'Wes']","['t', 'st', 'est']",PROPN,,,Ham,PROPN,compound,Ham,B,0,1,0,0,0,0,0,West,B-Club
1,Xxx,0,"['H', 'Ha']","['m', 'am']",PROPN,West,PROPN,agree,VERB,nsubj,agree,I,0,1,0,0,0,0,0,Ham,I-Club
0,xxxxx,0,"['a', 'ag', 'agr', 'agre']","['e', 'ee', 'ree', 'gree']",VERB,Ham,PROPN,Ã‚Â£30,PROPN,ROOT,agree,O,0,0,0,0,0,0,0,agree,O
1,X‚X£dd,1,"['Ã', 'Ã‚', 'Ã‚Â', 'Ã‚Â£']","['0', '30', '£30', 'Â£30']",PROPN,agree,VERB,m,VERB,npadvmod,agree,O,0,0,0,0,0,0,0,Ã‚Â£30,O
0,x,0,[],[],VERB,Ã‚Â£30,PROPN,deal,NOUN,ccomp,agree,O,0,0,0,0,0,0,0,m,O
0,xxxx,0,"['d', 'de', 'dea']","['l', 'al', 'eal']",NOUN,m,VERB,with,ADP,ccomp,agree,O,0,0,0,0,0,0,0,deal,O
0,xxxx,0,"['w', 'wi', 'wit']","['h', 'th', 'ith']",ADP,deal,NOUN,Southampton,PROPN,prep,deal,O,0,0,0,0,0,0,0,with,O
1,Xxxxxxxxxxx,0,"['S', 'So', 'Sou', 'Sout']","['n', 'on', 'ton', 'pton']",PROPN,with,ADP,for,ADP,pobj,with,B,0,1,0,0,0,0,0,Southampton,B-Club
0,xxx,0,"['f', 'fo']","['r', 'or']",ADP,Southampton,PROPN,James,PROPN,prep,deal,O,0,0,0,0,0,0,0,for,O
1,Xxxxx,0,"['J', 'Ja', 'Jam', 'Jame']","['s', 'es', 'mes', 'ames']",PROPN,for,ADP,Ward,PROPN,compound,Prowse,B,0,0,0,1,0,0,0,James,B-Player
1,Xxxx,0,"['W', 'Wa', 'War']","['d', 'rd', 'ard']",PROPN,James,PROPN,-,PUNCT,compound,Prowse,I,0,0,0,1,0,0,0,Ward,I-Player
0,-,0,[],[],PUNCT,Ward,PROPN,Prowse,PROPN,punct,Prowse,I,0,0,0,0,0,0,0,-,I-Player
1,Xxxxxx,0,"['P', 'Pr', 'Pro', 'Prow']","['e', 'se', 'wse', 'owse']",PROPN,-,PUNCT,,,pobj,for,I,0,0,0,0,0,0,0,Prowse,I-Player
1,Xxxxxxx,0,"['A', 'Ar', 'Ars', 'Arse']","['l', 'al', 'nal', 'enal']",NOUN,,,confirm,VERB,nsubj,confirm,O,0,1,0,0,0,0,0,Arsenal,B-Club
0,xxxxxxx,0,"['c', 'co', 'con', 'conf']","['m', 'rm', 'irm', 'firm']",VERB,Arsenal,NOUN,sale,NOUN,ROOT,confirm,O,0,0,0,0,0,0,0,confirm,O
0,xxxx,0,"['s', 'sa', 'sal']","['e', 'le', 'ale']",NOUN,confirm,VERB,of,ADP,dobj,confirm,O,0,0,0,0,0,0,0,sale,O
0,xx,0,['o'],['f'],ADP,sale,NOUN,Matt,PROPN,prep,sale,O,0,0,0,0,0,1,0,of,O
1,Xxxx,0,"['M', 'Ma', 'Mat']","['t', 'tt', 'att']",PROPN,of,ADP,Turner,PROPN,compound,Turner,B,0,0,0,1,0,0,0,Matt,B-Player
1,Xxxxxx,0,"['T', 'Tu', 'Tur', 'Turn']","['r', 'er', 'ner', 'rner']",PROPN,Matt,PROPN,to,ADP,pobj,of,I,0,0,0,0,0,0,0,Turner,I-Player
0,xx,0,['t'],['o'],ADP,Turner,PROPN,Nottingham,PROPN,prep,confirm,O,0,0,0,0,0,0,0,to,O
1,Xxxxxxxxxx,0,"['N', 'No', 'Not', 'Nott']","['m', 'am', 'ham', 'gham']",PROPN,to,ADP,Forest,PROPN,compound,Forest,B,0,0,0,0,0,0,0,Nottingham,B-Club
1,Xxxxxx,0,"['F', 'Fo', 'For', 'Fore']","['t', 'st', 'est', 'rest']",PROPN,Nottingham,PROPN,,,pobj,to,I,0,0,0,0,0,0,0,Forest,I-Club
1,Xxxxxx,0,"['M', 'Mo', 'Moi', 'Mois']","['s', 'es', 'ses', 'ises']",PROPN,,,Caicedo,PROPN,compound,Caicedo,B,0,0,0,0,0,0,0,Moises,B-Player
1,Xxxxxxx,0,"['C', 'Ca', 'Cai', 'Caic']","['o', 'do', 'edo', 'cedo']",PROPN,Moises,PROPN,:,PUNCT,nsubj,reveals,I,0,0,0,1,0,0,0,Caicedo,I-Player
0,:,0,[],[],PUNCT,Caicedo,PROPN,CEO,NOUN,punct,Caicedo,O,0,0,0,0,0,0,0,:,O
1,XXX,0,"['C', 'CE']","['O', 'EO']",NOUN,:,PUNCT,reveals,VERB,appos,Caicedo,O,0,0,0,0,0,0,0,CEO,O
0,xxxxxxx,0,"['r', 're', 'rev', 'reve']","['s', 'ls', 'als', 'eals']",VERB,CEO,NOUN,why,SCONJ,ROOT,reveals,O,0,0,0,0,0,0,0,reveals,O
0,xxx,0,"['w', 'wh']","['y', 'hy']",SCONJ,reveals,VERB,Brighton,PROPN,advmod,understand,O,0,0,0,0,0,0,0,why,O
1,Xxxxxxxx,0,"['B', 'Br', 'Bri', 'Brig']","['n', 'on', 'ton', 'hton']",PROPN,why,SCONJ,',PUNCT,nsubj,understand,B,0,1,0,0,0,0,0,Brighton,B-Club
0,',0,[],[],PUNCT,Brighton,PROPN,understand,VERB,punct,understand,O,0,0,0,0,0,0,0,',O
0,xxxxxxxxxx,0,"['u', 'un', 'und', 'unde']","['d', 'nd', 'and', 'tand']",VERB,',PUNCT,',PUNCT,ccomp,reveals,O,0,0,0,0,0,0,0,understand,O
0,',0,[],[],PUNCT,understand,VERB,Chelsea,PROPN,punct,understand,O,0,0,0,0,0,0,0,',O
1,Xxxxxxx,0,"['C', 'Ch', 'Che', 'Chel']","['a', 'ea', 'sea', 'lsea']",PROPN,',PUNCT,interest,NOUN,compound,interest,B,0,1,0,0,0,0,0,Chelsea,B-Club
0,xxxxxxxx,0,"['i', 'in', 'int', 'inte']","['t', 'st', 'est', 'rest']",NOUN,Chelsea,PROPN,,,dobj,understand,O,0,0,0,0,0,0,0,interest,O
1,Xxxx,0,"['W', 'We', 'Wes']","['t', 'st', 'est']",PROPN,,,Ham,PROPN,compound,Ham,B,0,1,0,0,0,0,0,West,B-Club
1,Xxx,0,"['H', 'Ha']","['m', 'am']",PROPN,West,PROPN,reach,VERB,nsubj,reach,I,0,1,0,0,0,0,0,Ham,I-Club
0,xxxxx,0,"['r', 're', 'rea', 'reac']","['h', 'ch', 'ach', 'each']",VERB,Ham,PROPN,Ã‚Â£30,PROPN,ROOT,reach,O,0,0,0,0,0,0,0,reach,O
1,X‚X£dd,1,"['Ã', 'Ã‚', 'Ã‚Â', 'Ã‚Â£']","['0', '30', '£30', 'Â£30']",PROPN,reach,VERB,m,NOUN,npadvmod,reach,O,0,0,0,0,0,0,0,Ã‚Â£30,O
0,x,0,[],[],NOUN,Ã‚Â£30,PROPN,agreement,NOUN,dobj,reach,O,0,0,0,0,0,0,0,m,O
0,xxxxxxxxx,0,"['a', 'ag', 'agr', 'agre']","['t', 'nt', 'ent', 'ment']",NOUN,m,NOUN,with,ADP,dobj,reach,O,0,0,0,0,0,0,0,agreement,O
